Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,Cluster
Endoplasmic Reticulum Tubular Network Organization (GO:0071786),1/16,0.0726324709588663,0.224550005177089,0,0,14.2587813620072,37.3914183271943,RTN3,3
G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007213),1/17,0.0769945795904841,0.224550005177089,0,0,13.366935483871,34.2730933217087,GNA11,3
Negative Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051444),1/17,0.0769945795904841,0.224550005177089,0,0,13.366935483871,34.2730933217087,RPL17,3
Intracellular Estrogen Receptor Signaling Pathway (GO:0030520),1/17,0.0769945795904841,0.224550005177089,0,0,13.366935483871,34.2730933217087,EGLN2,3
Regulation Of Oxidative Phosphorylation (GO:0002082),1/17,0.0769945795904841,0.224550005177089,0,0,13.366935483871,34.2730933217087,COX7A1,3
Carboxylic Acid Catabolic Process (GO:0046395),1/17,0.0769945795904841,0.224550005177089,0,0,13.366935483871,34.2730933217087,ETFA,3
Regulation Of Receptor Signaling Pathway Via STAT (GO:1904892),1/17,0.0769945795904841,0.224550005177089,0,0,13.366935483871,34.2730933217087,TP53INP2,3
Regulation Of Ubiquitin Protein Ligase Activity (GO:1904666),1/17,0.0769945795904841,0.224550005177089,0,0,13.366935483871,34.2730933217087,RPL17,3
Regulation Of Aerobic Respiration (GO:1903715),1/17,0.0769945795904841,0.224550005177089,0,0,13.366935483871,34.2730933217087,COX7A1,3
Detection Of Visible Light (GO:0009584),1/17,0.0769945795904841,0.224550005177089,0,0,13.366935483871,34.2730933217087,GNA11,3
Ribosomal Small Subunit Assembly (GO:0000028),1/17,0.0769945795904841,0.224550005177089,0,0,13.366935483871,34.2730933217087,RPS15,3
Negative Regulation Of Macromolecule Biosynthetic Process (GO:0010558),2/98,0.0777399025264114,0.224550005177089,0,0,4.48596014492754,11.4588765155317,IGFBP5;GAPDH,3
Antimicrobial Humoral Response (GO:0019730),2/100,0.0804834345723508,0.224550005177089,0,0,4.39396628216504,11.0714939664066,RARRES2;GAPDH,3
ncRNA Processing (GO:0034470),2/100,0.0804834345723508,0.224550005177089,0,0,4.39396628216504,11.0714939664066,RPS15;RPS25,3
Positive Regulation Of Macrophage Migration (GO:1905523),1/18,0.0813363874441795,0.224550005177089,0,0,12.5800126502214,31.5652870913394,RARRES2,3
Negative Regulation Of Nervous System Development (GO:0051961),1/18,0.0813363874441795,0.224550005177089,0,0,12.5800126502214,31.5652870913394,B2M,3
Regulation Of Mitochondrial Membrane Permeability (GO:0046902),1/18,0.0813363874441795,0.224550005177089,0,0,12.5800126502214,31.5652870913394,SLC25A5,3
Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway (GO:1901028),1/18,0.0813363874441795,0.224550005177089,0,0,12.5800126502214,31.5652870913394,SLC25A5,3
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474),1/18,0.0813363874441795,0.224550005177089,0,0,12.5800126502214,31.5652870913394,B2M,3
Intracellular Sodium Ion Homeostasis (GO:0006883),1/18,0.0813363874441795,0.224550005177089,0,0,12.5800126502214,31.5652870913394,ATP1B1,3
Melanosome Localization (GO:0032400),1/18,0.0813363874441795,0.224550005177089,0,0,12.5800126502214,31.5652870913394,MKKS,3
Membrane Repolarization (GO:0086009),1/18,0.0813363874441795,0.224550005177089,0,0,12.5800126502214,31.5652870913394,ATP1B1,3
Regulation Of Ventricular Cardiac Muscle Cell Membrane Repolarization (GO:0060307),1/18,0.0813363874441795,0.224550005177089,0,0,12.5800126502214,31.5652870913394,ANK2,3
Positive Regulation Of Cation Transmembrane Transport (GO:1904064),1/18,0.0813363874441795,0.224550005177089,0,0,12.5800126502214,31.5652870913394,ANK2,3
Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992),1/18,0.0813363874441795,0.224550005177089,0,0,12.5800126502214,31.5652870913394,RTN3,3
rRNA Processing (GO:0006364),2/101,0.0818664567621044,0.224550005177089,0,0,4.34936319718928,10.88500311412,RPS15;RPS25,3
Calcium Ion Homeostasis (GO:0055074),2/102,0.0832568510559293,0.224550005177089,0,0,4.30565217391304,10.7030972061463,ANK2;ATP1B1,3
Negative Regulation Of Fatty Acid Metabolic Process (GO:0045922),1/19,0.0856579879469774,0.224550005177089,0,0,11.8805256869773,29.1951182346706,APLP2,3
Fluid Transport (GO:0042044),1/19,0.0856579879469774,0.224550005177089,0,0,11.8805256869773,29.1951182346706,SLC4A11,3
Gastrulation (GO:0007369),1/19,0.0856579879469774,0.224550005177089,0,0,11.8805256869773,29.1951182346706,MKKS,3
Regulation Of Granulocyte Chemotaxis (GO:0071622),1/19,0.0856579879469774,0.224550005177089,0,0,11.8805256869773,29.1951182346706,RARRES2,3
Regulation Of Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0043567),1/19,0.0856579879469774,0.224550005177089,0,0,11.8805256869773,29.1951182346706,IGFBP5,3
Heme Biosynthetic Process (GO:0006783),1/19,0.0856579879469774,0.224550005177089,0,0,11.8805256869773,29.1951182346706,UROD,3
Neuron Apoptotic Process (GO:0051402),1/19,0.0856579879469774,0.224550005177089,0,0,11.8805256869773,29.1951182346706,GAPDH,3
Bicarbonate Transport (GO:0015701),1/19,0.0856579879469774,0.224550005177089,0,0,11.8805256869773,29.1951182346706,SLC4A11,3
Regulation Of Smooth Muscle Cell Migration (GO:0014910),1/19,0.0856579879469774,0.224550005177089,0,0,11.8805256869773,29.1951182346706,IGFBP5,3
Pore Complex Assembly (GO:0046931),1/19,0.0856579879469774,0.224550005177089,0,0,11.8805256869773,29.1951182346706,PLEKHA7,3
Regulation Of Autophagy Of Mitochondrion (GO:1903146),1/19,0.0856579879469774,0.224550005177089,0,0,11.8805256869773,29.1951182346706,VDAC1,3
Negative Regulation Of Calcium Ion Transmembrane Transport (GO:1903170),1/19,0.0856579879469774,0.224550005177089,0,0,11.8805256869773,29.1951182346706,VDAC1,3
Embryonic Digestive Tract Development (GO:0048566),1/19,0.0856579879469774,0.224550005177089,0,0,11.8805256869773,29.1951182346706,RARRES2,3
Regulation Of Neuron Apoptotic Process (GO:0043523),2/105,0.0874712898116672,0.224550005177089,0,0,4.17961165048544,10.1833924695569,EGLN2;RETREG1,3
Cellular Response To Organonitrogen Compound (GO:0071417),2/105,0.0874712898116672,0.224550005177089,0,0,4.17961165048544,10.1833924695569,DIAPH1;IGFBP5,3
Adenine Nucleotide Transport (GO:0051503),1/20,0.0899594741237406,0.224550005177089,0,0,11.2546689303905,27.1056996059924,SLC25A5,3
Hydrogen Peroxide Catabolic Process (GO:0042744),1/20,0.0899594741237406,0.224550005177089,0,0,11.2546689303905,27.1056996059924,GPX3,3
Regulation Of Macrophage Chemotaxis (GO:0010758),1/20,0.0899594741237406,0.224550005177089,0,0,11.2546689303905,27.1056996059924,RARRES2,3
Intracellular Monoatomic Ion Homeostasis (GO:0006873),1/20,0.0899594741237406,0.224550005177089,0,0,11.2546689303905,27.1056996059924,SLC4A11,3
Positive Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904707),1/20,0.0899594741237406,0.224550005177089,0,0,11.2546689303905,27.1056996059924,IGFBP5,3
Cellular Response To Copper Ion (GO:0071280),1/20,0.0899594741237406,0.224550005177089,0,0,11.2546689303905,27.1056996059924,MT2A,3
protein-DNA Complex Disassembly (GO:0032986),1/20,0.0899594741237406,0.224550005177089,0,0,11.2546689303905,27.1056996059924,RPL17,3
Regulation Of Calcium Ion Transmembrane Transport (GO:1903169),1/20,0.0899594741237406,0.224550005177089,0,0,11.2546689303905,27.1056996059924,DIAPH1,3
Sensory Perception Of Pain (GO:0019233),1/20,0.0899594741237406,0.224550005177089,0,0,11.2546689303905,27.1056996059924,RETREG1,3
Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling (GO:0010882),1/20,0.0899594741237406,0.224550005177089,0,0,11.2546689303905,27.1056996059924,ATP1B1,3
Negative Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900016),1/20,0.0899594741237406,0.224550005177089,0,0,11.2546689303905,27.1056996059924,APLP2,3
Negative Regulation Of Translation (GO:0017148),2/107,0.0903159982033329,0.224569509046125,0,0,4.09958592132505,9.85721110707074,IGFBP5;GAPDH,3
Antigen Processing And Presentation Of Endogenous Peptide Antigen (GO:0002483),1/21,0.0942409385779949,0.231645665817667,0,0,10.6913978494624,25.2520189921111,HLA-B,3
Porphyrin-Containing Compound Biosynthetic Process (GO:0006779),1/21,0.0942409385779949,0.231645665817667,0,0,10.6913978494624,25.2520189921111,UROD,3
Regulation Of Cardiac Conduction (GO:1903779),1/21,0.0942409385779949,0.231645665817667,0,0,10.6913978494624,25.2520189921111,ANK2,3
Translation (GO:0006412),3/234,0.098038492612167,0.23321909164618,0,0,2.80790637933495,6.52106800447732,RPS15;RPS25;RPL17,3
Vesicle Transport Along Microtubule (GO:0047496),1/22,0.098502473490312,0.23321909164618,0,0,10.1817716333845,23.5980235149026,FBXW11,3
Acetylcholine Receptor Signaling Pathway (GO:0095500),1/22,0.098502473490312,0.23321909164618,0,0,10.1817716333845,23.5980235149026,GNA11,3
Regulation Of Mononuclear Cell Migration (GO:0071675),1/22,0.098502473490312,0.23321909164618,0,0,10.1817716333845,23.5980235149026,RARRES2,3
Regulation Of Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0010880),1/22,0.098502473490312,0.23321909164618,0,0,10.1817716333845,23.5980235149026,ANK2,3
Response To Gamma Radiation (GO:0010332),1/22,0.098502473490312,0.23321909164618,0,0,10.1817716333845,23.5980235149026,CRYAB,3
Cytoskeleton-Dependent Intracellular Transport (GO:0030705),1/22,0.098502473490312,0.23321909164618,0,0,10.1817716333845,23.5980235149026,MYO10,3
Negative Regulation Of Cell Development (GO:0010721),1/22,0.098502473490312,0.23321909164618,0,0,10.1817716333845,23.5980235149026,B2M,3
Regulation Of Cardiac Muscle Cell Membrane Repolarization (GO:0099623),1/22,0.098502473490312,0.23321909164618,0,0,10.1817716333845,23.5980235149026,ANK2,3
Regulation Of Catabolic Process (GO:0009894),1/22,0.098502473490312,0.23321909164618,0,0,10.1817716333845,23.5980235149026,RARRES2,3
Negative Regulation Of Neuron Differentiation (GO:0045665),1/23,0.102744170595246,0.239736398055574,0,0,9.71847507331378,22.1145179349674,B2M,3
Regulation Of Lipid Catabolic Process (GO:0050994),1/23,0.102744170595246,0.239736398055574,0,0,9.71847507331378,22.1145179349674,RARRES2,3
Potassium Ion Homeostasis (GO:0055075),1/23,0.102744170595246,0.239736398055574,0,0,9.71847507331378,22.1145179349674,ATP1B1,3
Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034143),1/23,0.102744170595246,0.239736398055574,0,0,9.71847507331378,22.1145179349674,APLP2,3
Negative Regulation Of Cell Population Proliferation (GO:0008285),4/379,0.103400175035538,0.240396074811864,0,0,2.31478518518519,5.25259161807102,IGFBP5;APLP2;ATRAID;B2M,3
Regulation Of Protein Binding (GO:0043393),2/118,0.106427981878131,0.245146555496141,0,0,3.70877061469265,8.30870966344855,B2M;RAN,3
Ribonucleoprotein Complex Biogenesis (GO:0022613),2/118,0.106427981878131,0.245146555496141,0,0,3.70877061469265,8.30870966344855,RPS15;RPS25,3
Amyloid Fibril Formation (GO:1990000),1/24,0.10696612126462,0.245146555496141,0,0,9.29546517064049,20.7776245545477,B2M,3
Response To Copper Ion (GO:0046688),1/24,0.10696612126462,0.245146555496141,0,0,9.29546517064049,20.7776245545477,MT2A,3
Negative Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903051),1/25,0.111168416410923,0.252086127354346,0,0,8.90770609318996,19.5676378110284,RPL17,3
Response To Zinc Ion (GO:0010043),1/25,0.111168416410923,0.252086127354346,0,0,8.90770609318996,19.5676378110284,MT2A,3
Sodium Ion Homeostasis (GO:0055078),1/25,0.111168416410923,0.252086127354346,0,0,8.90770609318996,19.5676378110284,ATP1B1,3
Regulation Of Protein Catabolic Process (GO:0042176),2/122,0.11246717444734,0.253247763440864,0,0,3.58442028985507,7.83229484804693,EGLN2;ATRAID,3
Protein Localization To Nucleus (GO:0034504),2/122,0.11246717444734,0.253247763440864,0,0,3.58442028985507,7.83229484804693,APLP2;RAN,3
Protein Export From Nucleus (GO:0006611),1/26,0.115351146561025,0.254404583511303,0,0,8.55096774193548,18.4681608357671,RAN,3
Protein Localization To Cell Surface (GO:0034394),1/26,0.115351146561025,0.254404583511303,0,0,8.55096774193548,18.4681608357671,ANK2,3
Cell-Cell Adhesion Mediated By Cadherin (GO:0044331),1/26,0.115351146561025,0.254404583511303,0,0,8.55096774193548,18.4681608357671,PLEKHA7,3
miRNA-mediated Gene Silencing (GO:0035195),1/26,0.115351146561025,0.254404583511303,0,0,8.55096774193548,18.4681608357671,RAN,3
Negative Regulation Of Catalytic Activity (GO:0043086),1/26,0.115351146561025,0.254404583511303,0,0,8.55096774193548,18.4681608357671,SERPINA5,3
Regulation Of Cardiac Muscle Cell Contraction (GO:0086004),1/26,0.115351146561025,0.254404583511303,0,0,8.55096774193548,18.4681608357671,ANK2,3
GPI Anchor Metabolic Process (GO:0006505),1/27,0.119514401824505,0.260906016186376,0,0,8.22167080231596,17.4654465436498,TP53INP2,3
Negative Regulation Of Neurogenesis (GO:0050768),1/27,0.119514401824505,0.260906016186376,0,0,8.22167080231596,17.4654465436498,B2M,3
Negative Regulation Of Cellular Response To Insulin Stimulus (GO:1900077),1/27,0.119514401824505,0.260906016186376,0,0,8.22167080231596,17.4654465436498,APLP2,3
Protein Homooligomerization (GO:0051260),2/129,0.123242917033739,0.262824841851296,0,0,3.38565559739815,7.08820157070878,APLP2;B2M,3
Regulation Of Chemotaxis (GO:0050920),1/28,0.123658271864818,0.262824841851296,0,0,7.91676622859419,16.5478891105785,RARRES2,3
Transcription By RNA Polymerase III (GO:0006383),1/28,0.123658271864818,0.262824841851296,0,0,7.91676622859419,16.5478891105785,POLR2K,3
Positive Regulation Of Protein Import Into Nucleus (GO:0042307),1/28,0.123658271864818,0.262824841851296,0,0,7.91676622859419,16.5478891105785,RAN,3
Cellular Response To Osmotic Stress (GO:0071470),1/28,0.123658271864818,0.262824841851296,0,0,7.91676622859419,16.5478891105785,SLC4A11,3
Determination Of Bilateral Symmetry (GO:0009855),1/28,0.123658271864818,0.262824841851296,0,0,7.91676622859419,16.5478891105785,MKKS,3
Diterpenoid Metabolic Process (GO:0016101),1/28,0.123658271864818,0.262824841851296,0,0,7.91676622859419,16.5478891105785,RARRES2,3
Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901),1/28,0.123658271864818,0.262824841851296,0,0,7.91676622859419,16.5478891105785,ANK2,3
Establishment Of Mitotic Spindle Orientation (GO:0000132),1/29,0.127782846012622,0.268928604026563,0,0,7.63364055299539,15.7056274283881,FBXW11,3
Glycolytic Process (GO:0006096),1/29,0.127782846012622,0.268928604026563,0,0,7.63364055299539,15.7056274283881,GAPDH,3
Cardiac Muscle Cell Action Potential (GO:0086001),1/29,0.127782846012622,0.268928604026563,0,0,7.63364055299539,15.7056274283881,ATP1B1,3
Positive Regulation Of Locomotion (GO:0040017),1/30,0.131888213132039,0.273987126635591,0,0,7.37004078605858,14.9302329388544,RARRES2,3
GPI Anchor Biosynthetic Process (GO:0006506),1/30,0.131888213132039,0.273987126635591,0,0,7.37004078605858,14.9302329388544,TP53INP2,3
Nucleic Acid Metabolic Process (GO:0090304),1/30,0.131888213132039,0.273987126635591,0,0,7.37004078605858,14.9302329388544,RAN,3
Regulation Of Potassium Ion Transport (GO:0043266),1/30,0.131888213132039,0.273987126635591,0,0,7.37004078605858,14.9302329388544,ANK2,3
Cellular Response To Metal Ion (GO:0071248),2/135,0.132671166854103,0.274727432328111,0,0,3.23193854200719,6.52813332884726,MT2A;B2M,3
Protein Localization To Plasma Membrane (GO:0072659),2/137,0.135850151533199,0.277112510559865,0,0,3.18373590982287,6.35538262572839,ANK2;ATP1B1,3
Negative Regulation Of Cellular Biosynthetic Process (GO:0031327),2/137,0.135850151533199,0.277112510559865,0,0,3.18373590982287,6.35538262572839,IGFBP5;GAPDH,3
Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041),1/31,0.135974461703288,0.277112510559865,0,0,7.12401433691756,14.214461689458,ETFA,3
Actin Filament Polymerization (GO:0030041),1/31,0.135974461703288,0.277112510559865,0,0,7.12401433691756,14.214461689458,DIAPH1,3
Cellular Response To cAMP (GO:0071320),1/31,0.135974461703288,0.277112510559865,0,0,7.12401433691756,14.214461689458,IGFBP5,3
Intracellular Calcium Ion Homeostasis (GO:0006874),2/139,0.13904624515392,0.279216228435965,0,0,3.13694065376071,6.18902299182353,ANK2;ATP1B1,3
Left/Right Pattern Formation (GO:0060972),1/32,0.140041679790088,0.279216228435965,0,0,6.89386056191467,13.5520557958363,MKKS,3
Cellular Nitrogen Compound Biosynthetic Process (GO:0044271),1/32,0.140041679790088,0.279216228435965,0,0,6.89386056191467,13.5520557958363,CYB5B,3
Mitochondrial Membrane Organization (GO:0007006),1/32,0.140041679790088,0.279216228435965,0,0,6.89386056191467,13.5520557958363,SLC25A5,3
Regulation Of Transcription By RNA Polymerase I (GO:0006356),1/32,0.140041679790088,0.279216228435965,0,0,6.89386056191467,13.5520557958363,POLR2K,3
Muscle Cell Development (GO:0055001),1/32,0.140041679790088,0.279216228435965,0,0,6.89386056191467,13.5520557958363,ANK2,3
Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901019),1/32,0.140041679790088,0.279216228435965,0,0,6.89386056191467,13.5520557958363,ANK2,3
Protein Localization To Cell Periphery (GO:1990778),2/142,0.143871174977429,0.283773489533686,0,0,3.06925465838509,5.95078448804722,ANK2;ATP1B1,3
Cardiac Muscle Contraction (GO:0060048),1/33,0.14408995508931,0.283773489533686,0,0,6.67809139784946,12.9375832403125,ATP1B1,3
Positive Regulation Of T Cell Mediated Cytotoxicity (GO:0001916),1/33,0.14408995508931,0.283773489533686,0,0,6.67809139784946,12.9375832403125,HLA-B,3
Regulation Of Amyloid-Beta Formation (GO:1902003),1/33,0.14408995508931,0.283773489533686,0,0,6.67809139784946,12.9375832403125,RTN3,3
Establishment Of Mitotic Spindle Localization (GO:0040001),1/34,0.148119374856792,0.289057204265982,0,0,6.47539915281851,12.3663076907343,FBXW11,3
Regulation Of Metal Ion Transport (GO:0010959),1/34,0.148119374856792,0.289057204265982,0,0,6.47539915281851,12.3663076907343,B2M,3
Sister Chromatid Segregation (GO:0000819),1/34,0.148119374856792,0.289057204265982,0,0,6.47539915281851,12.3663076907343,RAN,3
Regulation Of Cellular Senescence (GO:2000772),1/35,0.152130025970577,0.293328553069017,0,0,6.28462998102467,11.8340819973395,B2M,3
Establishment Of Spindle Orientation (GO:0051294),1/35,0.152130025970577,0.293328553069017,0,0,6.28462998102467,11.8340819973395,FBXW11,3
Action Potential (GO:0001508),1/35,0.152130025970577,0.293328553069017,0,0,6.28462998102467,11.8340819973395,GNA11,3
One-Carbon Compound Transport (GO:0019755),1/35,0.152130025970577,0.293328553069017,0,0,6.28462998102467,11.8340819973395,SLC4A11,3
Regulation Of Glucose Import (GO:0046324),1/36,0.1561219949285,0.29834588941826,0,0,6.1047619047619,11.3372605242685,APLP2,3
Protein Destabilization (GO:0031648),1/36,0.1561219949285,0.29834588941826,0,0,6.1047619047619,11.3372605242685,FBXW11,3
Regulation Of T Cell Mediated Cytotoxicity (GO:0001914),1/36,0.1561219949285,0.29834588941826,0,0,6.1047619047619,11.3372605242685,HLA-B,3
Positive Regulation Of Immune Effector Process (GO:0002699),1/37,0.160095367823437,0.298849210026123,0,0,5.93488649940263,10.8726265595442,APLP2,3
Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662),1/37,0.160095367823437,0.298849210026123,0,0,5.93488649940263,10.8726265595442,IGFBP5,3
Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705),1/37,0.160095367823437,0.298849210026123,0,0,5.93488649940263,10.8726265595442,IGFBP5,3
Cellular Response To Organic Cyclic Compound (GO:0071407),2/152,0.160197960699001,0.298849210026123,0,0,2.8631884057971,5.24348569699534,DIAPH1;IGFBP5,3
Gene Expression (GO:0010467),3/296,0.16292096357397,0.298849210026123,0,0,2.20676593031542,4.00415489345538,RPS15;RPS25;RPL17,3
Negative Regulation Of Epithelial Cell Apoptotic Process (GO:1904036),1/38,0.164050230323901,0.298849210026123,0,0,5.7741935483871,10.4373318771166,CAST,3
Heart Looping (GO:0001947),1/38,0.164050230323901,0.298849210026123,0,0,5.7741935483871,10.4373318771166,MKKS,3
Regulation Of Intracellular Transport (GO:0032386),1/38,0.164050230323901,0.298849210026123,0,0,5.7741935483871,10.4373318771166,CRYAB,3
Amino Acid Catabolic Process (GO:0009063),1/38,0.164050230323901,0.298849210026123,0,0,5.7741935483871,10.4373318771166,ETFA,3
Regulation Of Protein Import Into Nucleus (GO:0042306),1/38,0.164050230323901,0.298849210026123,0,0,5.7741935483871,10.4373318771166,RAN,3
Response To cAMP (GO:0051591),1/38,0.164050230323901,0.298849210026123,0,0,5.7741935483871,10.4373318771166,IGFBP5,3
Positive Regulation Of Bone Mineralization (GO:0030501),1/38,0.164050230323901,0.298849210026123,0,0,5.7741935483871,10.4373318771166,ATRAID,3
Positive Regulation Of Cation Channel Activity (GO:2001259),1/38,0.164050230323901,0.298849210026123,0,0,5.7741935483871,10.4373318771166,ANK2,3
Ribosome Biogenesis (GO:0042254),2/155,0.165161955846953,0.298849210026123,0,0,2.80662119920432,5.05424410631255,RPS15;RPS25,3
Negative Regulation Of Mitochondrion Organization (GO:0010823),1/39,0.167986667747603,0.298849210026123,0,0,5.62195812110923,10.0288461517153,SLC25A5,3
Vesicle Cytoskeletal Trafficking (GO:0099518),1/39,0.167986667747603,0.298849210026123,0,0,5.62195812110923,10.0288461517153,FBXW11,3
Negative Regulation Of Transport (GO:0051051),1/39,0.167986667747603,0.298849210026123,0,0,5.62195812110923,10.0288461517153,CRYAB,3
Regulation Of Mitochondrial Membrane Potential (GO:0051881),1/39,0.167986667747603,0.298849210026123,0,0,5.62195812110923,10.0288461517153,SLC4A11,3
Negative Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000059),1/39,0.167986667747603,0.298849210026123,0,0,5.62195812110923,10.0288461517153,RPL17,3
Axonal Transport (GO:0098930),1/39,0.167986667747603,0.298849210026123,0,0,5.62195812110923,10.0288461517153,FBXW11,3
Organelle Transport Along Microtubule (GO:0072384),1/39,0.167986667747603,0.298849210026123,0,0,5.62195812110923,10.0288461517153,FBXW11,3
Regulation Of Receptor-Mediated Endocytosis (GO:0048259),1/39,0.167986667747603,0.298849210026123,0,0,5.62195812110923,10.0288461517153,B2M,3
Positive Regulation Of ATP-dependent Activity (GO:0032781),1/39,0.167986667747603,0.298849210026123,0,0,5.62195812110923,10.0288461517153,ATP1B1,3
Retina Homeostasis (GO:0001895),1/39,0.167986667747603,0.298849210026123,0,0,5.62195812110923,10.0288461517153,B2M,3
Digestive Tract Development (GO:0048565),1/39,0.167986667747603,0.298849210026123,0,0,5.62195812110923,10.0288461517153,RARRES2,3
Positive Regulation Of Monoatomic Ion Transport (GO:0043270),1/40,0.171904765012116,0.302477236797274,0,0,5.47752963881996,9.64491441906839,ANK2,3
Negative Regulation Of Secretion By Cell (GO:1903531),1/40,0.171904765012116,0.302477236797274,0,0,5.47752963881996,9.64491441906839,STXBP6,3
Retinoid Metabolic Process (GO:0001523),1/40,0.171904765012116,0.302477236797274,0,0,5.47752963881996,9.64491441906839,RARRES2,3
Endothelial Cell Migration (GO:0043542),1/40,0.171904765012116,0.302477236797274,0,0,5.47752963881996,9.64491441906839,LGALS8,3
Regulation Of Heart Rate By Cardiac Conduction (GO:0086091),1/41,0.175804606678079,0.304520953416871,0,0,5.34032258064516,9.28352112896136,ANK2,3
Heart Contraction (GO:0060047),1/41,0.175804606678079,0.304520953416871,0,0,5.34032258064516,9.28352112896136,ATP1B1,3
Positive Regulation Of Ossification (GO:0045778),1/41,0.175804606678079,0.304520953416871,0,0,5.34032258064516,9.28352112896136,ATRAID,3
Regulation Of Microtubule-Based Process (GO:0032886),1/41,0.175804606678079,0.304520953416871,0,0,5.34032258064516,9.28352112896136,DIAPH1,3
Carbohydrate Catabolic Process (GO:0016052),1/41,0.175804606678079,0.304520953416871,0,0,5.34032258064516,9.28352112896136,GAPDH,3
Regulation Of Macromolecule Metabolic Process (GO:0060255),2/162,0.176847696805139,0.304520953416871,0,0,2.68288043478261,4.64800017320538,ATP1B1;ATRAID,3
Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188),2/163,0.178527948327419,0.304520953416871,0,0,2.66608155549554,4.59368549221514,GNA11;PTGER3,3
Substantia Nigra Development (GO:0021762),1/42,0.179686276860886,0.304520953416871,0,0,5.2098085496984,8.94285964215643,ATP5PF,3
Potassium Ion Import Across Plasma Membrane (GO:1990573),1/42,0.179686276860886,0.304520953416871,0,0,5.2098085496984,8.94285964215643,ATP1B1,3
Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000058),1/42,0.179686276860886,0.304520953416871,0,0,5.2098085496984,8.94285964215643,RPL17,3
Monoatomic Cation Transport (GO:0006812),1/42,0.179686276860886,0.304520953416871,0,0,5.2098085496984,8.94285964215643,ATP1B1,3
Positive Regulation Of Calcium Ion Transmembrane Transport (GO:1904427),1/42,0.179686276860886,0.304520953416871,0,0,5.2098085496984,8.94285964215643,ANK2,3
Determination Of Heart Left/Right Asymmetry (GO:0061371),1/42,0.179686276860886,0.304520953416871,0,0,5.2098085496984,8.94285964215643,MKKS,3
Embryonic Heart Tube Morphogenesis (GO:0003143),1/42,0.179686276860886,0.304520953416871,0,0,5.2098085496984,8.94285964215643,MKKS,3
Regulation Of Filopodium Assembly (GO:0051489),1/43,0.183549859311719,0.304654921125637,0,0,5.08550947260625,8.62130623022426,MYO10,3
Glycolipid Biosynthetic Process (GO:0009247),1/43,0.183549859311719,0.304654921125637,0,0,5.08550947260625,8.62130623022426,TP53INP2,3
SCF-dependent Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0031146),1/43,0.183549859311719,0.304654921125637,0,0,5.08550947260625,8.62130623022426,FBXW11,3
Positive Regulation Of Receptor-Mediated Endocytosis (GO:0048260),1/43,0.183549859311719,0.304654921125637,0,0,5.08550947260625,8.62130623022426,B2M,3
Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0030518),1/43,0.183549859311719,0.304654921125637,0,0,5.08550947260625,8.62130623022426,EGLN2,3
Learning (GO:0007612),1/43,0.183549859311719,0.304654921125637,0,0,5.08550947260625,8.62130623022426,NRXN3,3
Positive Regulation Of T Cell Mediated Immunity (GO:0002711),1/43,0.183549859311719,0.304654921125637,0,0,5.08550947260625,8.62130623022426,HLA-B,3
Positive Regulation Of Biomineral Tissue Development (GO:0070169),1/43,0.183549859311719,0.304654921125637,0,0,5.08550947260625,8.62130623022426,ATRAID,3
Regulation Of Cytokine Production (GO:0001817),2/167,0.185273668412815,0.306725559017616,0,0,2.60092226613966,4.3849501395552,HLA-B;GAPDH,3
Positive Regulation Of Nucleocytoplasmic Transport (GO:0046824),1/44,0.187395437463224,0.307863932975297,0,0,4.96699174793699,8.31739783113255,RAN,3
Positive Regulation Of Osteoblast Differentiation (GO:0045669),1/44,0.187395437463224,0.307863932975297,0,0,4.96699174793699,8.31739783113255,ATRAID,3
Positive Regulation Of Chemotaxis (GO:0050921),1/44,0.187395437463224,0.307863932975297,0,0,4.96699174793699,8.31739783113255,RARRES2,3
